Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
63,39,32,157,1,1.9,2,1,0,0,0,0,0
42,16,64,422,3,0.5,3,1,0,0,0,0,0
34,10,81,91,4,3.4,1,0,0,0,0,1,0
40,14,28,553,4,1.5,3,0,0,0,0,0,1
34,9,93,577,1,0.0,1,0,0,0,0,1,0
41,15,150,309,1,3.6,2,0,1,0,0,0,0
32,8,42,0,1,1.8,2,0,0,0,0,0,0
28,3,45,565,2,1.6,3,0,0,0,0,1,1
33,6,49,318,2,1.6666666666666667,2,1,0,0,0,0,0
46,20,69,397,3,2.1,1,0,0,0,0,0,0
52,27,94,496,1,2.8,2,1,0,0,0,1,0
60,35,18,196,1,1.5,2,0,0,0,0,1,1
59,35,8,220,4,0.7,1,1,0,1,0,0,0
57,32,55,142,4,2.1,1,1,0,0,0,1,0
46,20,85,188,2,0.4,3,0,0,0,0,0,0
25,1,62,601,4,0.0,1,1,0,0,0,1,0
53,23,65,581,4,2.0,3,0,0,0,0,1,0
38,12,138,110,2,0.0,1,0,0,1,0,1,0
63,38,103,142,1,2.5,1,0,0,0,0,1,0
44,19,99,509,3,3.5,3,1,1,0,0,0,0
50,24,150,259,1,5.0,1,0,0,0,0,1,0
28,3,25,567,2,0.9,3,1,0,0,0,1,0
27,3,98,483,2,2.5,1,1,0,1,1,1,1
52,27,39,366,2,0.7,2,1,0,0,0,1,0
50,25,40,157,1,1.3,2,0,0,0,0,1,1
39,13,58,169,3,2.1,1,1,0,0,0,1,0
50,26,150,461,2,1.8,3,1,1,0,1,1,1
60,34,62,277,1,0.8,2,0,0,0,0,0,0
30,5,69,601,1,0.8,2,0,0,1,0,1,0
31,5,40,565,4,1.3,3,1,0,0,0,0,0
39,15,61,192,2,0.6,3,1,0,0,0,0,0
29,3,30,157,4,0.3,2,1,0,0,0,0,0
54,29,29,442,1,1.5,2,1,0,0,0,1,0
35,8,41,282,2,1.0,2,0,0,0,0,1,1
27,3,118,617,1,3.3,2,0,1,0,0,1,0
45,20,109,366,1,5.0,1,1,0,0,0,1,0
58,33,122,118,4,0.2,2,0,1,0,1,1,0
62,37,50,297,3,1.5,1,1,0,0,0,1,0
28,4,43,483,3,0.1,2,0,0,0,0,1,0
32,7,108,303,1,4.6,1,0,0,1,0,0,0
29,4,110,341,4,2.5,3,0,1,0,0,0,0
41,17,20,601,1,1.4,3,0,0,0,0,1,0
61,35,112,400,4,1.7,3,0,0,0,0,0,1
56,32,25,535,1,0.1,2,1,0,0,0,1,0
37,12,42,601,3,0.7,2,0,0,0,0,1,1
60,34,29,301,2,0.3,1,0,0,0,0,1,0
49,23,84,329,3,2.1,1,1,0,1,0,1,0
43,17,81,601,4,2.6,3,0,0,1,0,1,0
53,28,55,601,4,0.9,1,1,0,0,0,1,1
35,11,40,496,1,2.4,2,0,0,1,0,1,0
56,30,145,550,4,5.0,2,0,1,0,1,1,1
41,16,150,366,2,1.1,3,0,1,0,0,1,0
36,6,78,541,4,1.8,3,1,0,0,0,0,0
56,32,51,397,4,1.5,1,0,0,0,0,0,0
64,34,50,483,4,1.6666666666666667,3,0,0,0,0,1,0
51,27,21,0,3,0.4,1,0,0,0,0,1,0
49,24,79,360,1,0.2,2,1,0,0,0,1,1
43,18,84,341,1,4.0,3,0,0,0,0,0,0
51,26,34,203,4,0.4,2,0,0,0,0,0,0
55,31,73,508,4,1.6,2,0,0,0,0,0,0
62,37,90,149,3,0.5,1,0,0,0,0,1,0
35,10,23,394,4,0.2,3,0,0,0,0,1,0
53,27,145,329,2,5.0,3,1,1,0,1,1,1
33,7,54,141,4,0.2,1,1,0,1,0,0,0
43,17,49,103,3,2.2,2,1,0,0,0,1,1
58,32,51,422,1,2.8,2,0,0,0,0,1,0
63,38,8,270,4,0.6,2,0,0,0,0,1,0
31,6,62,0,1,1.0,1,0,0,1,0,1,0
36,6,25,403,1,0.6666666666666666,3,0,0,0,0,1,0
30,0,63,88,2,1.75,3,0,0,0,0,1,0
59,34,24,203,2,0.2,3,1,0,0,0,1,0
28,2,11,230,1,0.1,2,0,0,0,0,1,1
59,34,23,135,1,0.1,1,0,0,0,0,0,1
47,22,33,171,1,1.4,3,0,0,0,0,1,0
47,21,83,259,1,3.8,1,1,1,0,0,0,0
56,30,39,400,3,1.4,1,1,0,0,0,0,1
41,17,138,155,3,5.0,2,0,1,0,0,1,0
25,1,113,164,3,2.5,1,0,0,0,0,0,1
30,5,125,0,4,0.5,3,0,1,0,1,1,0
50,24,150,262,1,1.7,1,0,0,0,0,0,0
34,9,105,174,3,1.2,3,0,0,1,0,0,0
44,18,75,230,2,3.5,1,0,1,0,0,1,0
36,9,40,364,2,1.0,2,0,0,0,0,1,0
39,14,61,280,3,0.5,3,1,0,0,0,1,0
54,24,75,466,2,4.5,3,0,0,0,0,0,0
33,8,122,199,1,0.0,1,0,0,0,0,1,1
39,14,75,181,3,3.0,1,0,0,0,0,0,1
41,15,59,400,4,0.2,3,0,0,0,0,0,0
40,13,24,577,3,1.0,2,0,0,0,0,1,0
29,3,150,329,3,3.3,3,1,1,0,0,1,0
51,27,39,188,2,0.8,1,1,0,0,0,0,1
54,30,145,144,2,5.0,1,0,0,1,0,0,0
47,22,24,142,4,0.4,2,1,0,0,0,1,0
53,28,20,181,3,0.1,2,0,0,0,0,0,0
30,5,85,308,1,2.6,2,0,0,0,0,1,0
28,3,65,400,3,2.6,3,0,0,1,0,0,0
60,35,150,164,4,5.0,3,0,1,0,0,0,0
51,26,11,282,2,0.0,1,0,0,1,0,0,0
63,37,40,194,2,1.0,3,1,0,0,0,0,0
38,13,54,342,3,0.7,2,1,0,0,0,0,0
59,35,95,229,1,3.8,1,0,0,0,0,1,1
53,29,94,138,4,1.0,2,0,0,0,0,1,0
31,5,79,601,4,2.2,2,0,0,0,0,0,0
41,17,48,601,3,0.3,3,0,0,0,0,1,1
25,1,70,196,4,2.6,1,0,0,1,0,1,0
27,3,40,303,3,0.1,2,1,0,0,0,1,0
50,24,44,312,4,1.8,1,0,0,0,0,1,1
50,25,43,137,1,1.4,3,1,0,0,0,1,0
43,18,29,461,1,0.3,3,0,0,0,0,1,0
50,24,150,184,3,1.3,1,1,1,0,0,0,1
46,20,114,0,1,0.0,1,0,0,0,0,1,1
30,6,52,301,3,0.7,2,0,0,0,0,1,0
42,16,13,341,1,0.2,1,0,0,0,0,1,0
42,17,95,329,3,0.5,3,0,0,0,0,0,0
29,3,84,405,1,2.9,3,0,0,0,0,1,0
38,14,49,163,1,1.8,1,0,0,0,0,0,0
51,25,150,496,1,1.7,1,0,0,0,0,1,1
35,10,150,589,1,0.3,2,1,1,0,1,1,1
37,13,70,207,2,2.7,1,0,0,0,0,0,0
47,21,79,437,3,1.1,1,1,0,0,0,1,1
55,29,61,589,4,2.8,2,0,0,0,0,1,1
65,41,121,612,2,2.1,1,0,0,0,0,1,0
58,33,34,342,3,0.2,1,1,0,0,0,1,0
54,28,150,442,1,1.0,1,1,0,0,0,0,0
52,28,51,162,1,1.6,3,0,0,1,0,0,1
28,2,70,249,3,0.3,3,0,0,0,0,0,1
32,8,39,360,1,1.7,1,0,0,0,0,1,1
51,24,84,366,3,2.0,2,0,0,0,0,0,0
43,18,122,587,1,5.0,1,0,0,0,0,1,1
42,18,145,184,1,1.7,1,1,0,0,0,1,1
42,17,98,336,2,0.4,1,0,0,0,0,1,1
41,16,79,233,1,1.0,3,1,0,0,0,1,0
34,8,38,366,2,2.0,3,0,0,0,0,1,1
30,6,49,567,3,0.7,2,1,0,0,0,0,1
32,7,38,184,1,1.0,1,0,0,0,0,1,0
46,20,91,297,4,2.6,3,0,0,0,0,0,0
38,12,29,185,4,0.2,1,0,0,0,0,0,1
37,13,150,257,2,5.0,1,0,0,0,0,0,0
32,8,104,296,2,3.7,1,0,1,0,0,0,1
35,9,58,240,1,2.5,1,0,0,0,0,1,1
30,5,150,553,2,1.9,2,0,1,0,0,0,0
30,4,73,565,3,3.3,1,0,1,0,1,1,1
58,32,150,166,1,2.9,1,0,0,0,0,0,0
57,27,90,305,2,4.5,3,0,0,0,0,1,0
34,9,55,251,3,2.3,1,0,0,1,1,1,1
31,4,28,0,1,2.0,2,0,0,0,0,0,0
39,14,42,483,1,2.5,3,0,0,0,0,1,0
57,33,9,496,1,0.1,2,1,0,1,0,1,0
47,21,65,312,1,1.5,2,0,0,1,0,1,0
51,26,134,0,4,4.5,3,0,1,1,1,1,0
30,6,83,223,4,3.4,1,0,0,1,0,1,0
55,28,38,483,3,1.0,2,0,0,0,0,1,0
32,6,13,0,4,0.3,1,0,0,0,0,1,1
32,7,143,0,3,2.9,3,0,1,0,0,1,0
44,20,75,178,4,1.9,1,0,0,0,0,0,0
33,7,120,185,1,3.2,3,0,1,0,0,1,0
49,24,91,162,1,2.8,2,0,0,0,0,0,0
32,6,99,207,2,1.5,3,0,0,0,0,0,1
31,7,71,433,1,0.1,1,1,0,1,0,0,0
37,13,111,83,1,0.8,2,0,0,0,0,0,0
41,15,108,433,1,5.0,1,0,0,0,0,0,0
56,32,150,635,1,5.0,1,0,0,0,0,0,0
55,31,81,229,3,2.6666666666666665,1,0,0,0,0,1,0
49,23,12,601,2,0.1,3,0,0,1,1,1,0
63,37,21,550,2,0.4,1,0,0,0,0,1,0
55,30,55,428,4,0.9,1,1,0,0,0,1,1
59,35,42,255,1,1.8,3,0,0,0,0,1,0
41,16,81,0,2,0.4,1,0,0,0,0,0,1
49,25,13,565,4,0.2,1,1,0,0,0,0,0
48,23,132,157,1,0.6,1,1,0,0,0,0,0
41,16,99,442,1,1.0,3,0,0,0,0,1,0
50,26,23,342,4,0.2,1,0,0,0,0,0,1
28,1,40,268,1,2.0,2,0,0,1,0,1,0
36,11,150,358,3,1.4,1,0,1,0,0,0,0
38,14,112,394,2,2.2,1,1,0,0,0,0,0
34,9,138,601,2,5.0,1,1,0,0,0,1,0
41,17,94,442,3,3.8,2,1,1,1,1,1,0
43,19,113,230,1,1.7,1,0,0,0,0,0,0
30,5,112,341,4,5.0,2,0,1,0,0,0,1
37,12,150,475,2,3.0,1,1,0,0,0,1,0
62,37,38,136,1,1.1,3,0,0,0,0,1,0
40,16,32,481,1,1.4,3,1,0,0,0,1,0
35,10,104,582,3,0.6,2,0,0,0,0,0,1
64,40,43,400,1,1.9,2,0,0,0,0,1,0
49,24,45,112,3,1.7,2,0,0,1,0,1,0
24,-1,35,565,2,1.7,2,0,0,0,0,0,0
36,10,42,496,4,1.2,2,0,0,0,0,1,1
29,4,58,0,1,0.8,2,0,0,0,0,1,1
29,3,103,119,4,3.4,1,0,1,0,0,1,0
28,3,71,385,1,3.3,2,1,1,1,1,1,0
33,7,14,553,1,0.4,2,1,0,0,0,1,0
36,11,98,328,3,1.2,3,0,0,1,0,0,1
42,17,90,138,1,0.1,2,0,0,0,0,0,1
25,0,65,329,4,0.2,1,0,0,1,0,0,0
28,2,19,601,4,0.4,1,0,0,0,0,1,1
50,25,35,203,3,1.7,2,0,0,0,0,1,1
34,9,71,184,4,1.3,1,0,0,0,0,1,0
43,19,31,553,3,0.5,1,0,0,0,0,0,0
62,38,43,485,4,1.2,2,0,0,0,0,1,0
61,36,24,358,1,1.5,2,1,0,1,0,0,0
45,19,58,565,2,0.4,3,0,0,1,0,0,1
42,17,115,301,2,0.4,1,0,0,0,0,1,0
39,15,150,477,2,5.0,1,1,0,1,0,0,0
29,5,128,408,1,1.5,1,0,0,0,0,1,1
45,20,138,432,1,5.0,1,0,0,0,0,0,1
58,32,81,337,3,1.7,2,0,0,0,0,1,1
29,3,41,565,4,1.3,3,0,0,0,0,1,0
32,7,123,275,2,2.9,2,0,1,0,0,1,0
37,13,71,344,2,2.7,1,1,0,0,0,1,0
48,23,8,275,1,0.4,3,0,0,0,0,0,1
40,14,42,276,2,0.7,1,1,0,0,0,1,0
29,4,62,268,2,2.5,1,1,0,0,0,1,0
36,12,22,241,4,1.0,1,1,0,1,0,1,0
35,8,38,226,4,1.0,2,0,0,0,0,1,0
35,11,24,229,4,0.4,2,0,0,0,0,0,0
62,37,50,278,3,2.4,1,0,0,0,0,1,0
26,1,150,300,4,1.3,2,1,1,0,0,1,0
32,7,94,218,2,3.1,1,0,0,0,0,1,0
63,37,150,262,4,5.0,3,0,1,0,0,0,0
38,12,43,160,4,1.2,2,0,0,0,0,0,1
50,26,48,341,1,1.6,2,0,0,0,0,0,1
46,21,52,228,3,2.7,2,1,0,0,0,0,1
50,24,84,524,4,4.9,1,0,0,0,0,1,0
61,36,131,275,1,0.9,1,0,0,0,0,1,0
34,8,44,240,4,0.2,1,0,0,0,0,0,0
27,2,78,524,4,0.2,1,1,0,0,0,0,0
61,36,15,297,4,0.4,2,0,0,0,0,0,0
45,20,38,303,4,1.9,3,1,0,0,0,1,1
50,25,84,541,1,1.3,3,0,0,1,0,1,0
44,20,122,565,1,0.3,1,0,0,0,0,1,0
62,36,98,187,2,2.8,1,0,0,0,0,0,0
45,18,80,275,3,2.6666666666666665,2,0,0,0,0,0,0
41,17,150,508,2,5.0,1,0,0,0,0,1,0
30,5,121,275,2,3.3,1,0,0,0,0,0,1
61,37,20,155,3,0.4,2,1,0,0,0,0,0
45,19,11,294,1,0.2,1,1,0,0,0,0,0
59,35,45,251,1,1.8,3,0,0,0,0,1,0
30,6,118,122,2,2.8,2,0,1,0,0,0,0
60,36,14,466,2,0.3,1,1,0,0,0,1,1
39,13,30,187,3,0.2,2,0,0,0,0,0,0
56,30,45,432,1,0.2,1,1,0,0,0,0,0
56,32,80,380,3,2.6666666666666665,1,0,0,0,0,1,0
27,1,25,251,4,0.3,2,0,0,0,0,1,1
66,41,144,391,1,2.5,1,0,0,1,1,1,1
43,19,84,422,4,0.2,3,1,0,0,0,1,0
53,29,22,524,2,0.4,1,0,0,0,0,1,0
44,18,33,385,3,1.5,1,0,0,0,0,1,1
54,28,60,437,4,2.6,3,0,0,0,0,0,0
31,6,81,181,4,2.2,2,1,0,0,0,1,0
38,13,150,464,1,5.0,3,0,1,0,1,1,1
28,2,63,144,2,1.6,3,0,0,0,0,1,0
51,26,12,461,2,0.7,3,1,0,0,0,1,1
52,27,15,582,4,0.8,1,1,0,0,0,0,0
64,38,39,196,1,0.5,3,0,0,1,1,1,1
29,4,44,229,4,2.0,2,0,0,0,0,1,0
34,10,110,112,1,4.0,1,0,0,0,0,1,0
33,8,130,601,3,5.0,2,1,1,0,0,0,1
46,21,41,553,1,1.4,3,1,0,0,0,1,0
48,22,59,309,1,1.4,3,1,0,0,0,1,0
52,28,39,0,2,0.8,1,0,0,0,0,1,0
44,19,35,565,4,0.0,2,0,0,0,0,1,0
51,27,80,168,1,2.6,2,0,0,0,0,1,1
47,20,81,160,1,2.6666666666666665,2,0,0,0,0,1,0
39,13,31,383,2,0.8,3,0,0,0,0,0,0
42,17,93,325,4,1.9,3,0,0,0,0,0,0
57,33,45,224,4,1.5,1,1,0,0,0,1,0
36,12,40,240,2,0.6,3,0,0,0,0,1,1
27,1,80,185,2,1.6,3,1,0,0,0,1,1
31,7,20,236,1,0.4,3,0,0,0,0,1,0
63,37,41,197,1,0.5,3,0,0,0,0,0,1
34,8,31,230,1,0.3,1,1,0,0,0,1,1
52,27,35,483,4,0.2,2,0,0,0,0,1,0
57,31,40,541,3,1.4,3,1,0,0,0,1,1
63,39,84,0,1,1.8,3,0,0,0,0,0,0
26,1,53,601,2,1.6,3,0,0,0,0,1,0
35,5,85,432,4,4.0,3,0,0,0,0,1,0
58,33,138,284,2,3.9,1,0,0,0,0,1,0
32,2,71,400,2,1.75,3,1,0,0,0,0,0
64,39,113,337,1,0.8,3,0,0,0,0,0,1
50,23,23,601,2,1.0,2,0,0,1,0,0,0
34,9,62,281,3,2.3,1,0,0,0,0,0,0
36,11,14,100,4,0.2,3,1,0,0,0,1,1
43,18,60,278,2,2.2,3,0,0,0,0,0,1
28,4,94,236,3,0.8,1,1,0,0,0,1,0
64,39,83,483,3,1.8,2,0,0,0,0,1,0
60,35,130,437,3,5.0,3,1,1,0,1,1,1
62,37,61,477,4,1.7,1,0,0,0,0,0,0
27,2,92,483,2,3.1,1,1,0,0,0,1,0
42,16,20,381,2,0.8,3,1,0,0,0,1,1
45,20,150,481,2,5.0,1,1,0,0,0,0,0
36,10,74,565,1,2.5,1,0,0,0,0,0,1
48,22,84,400,2,0.4,3,1,0,0,0,0,0
65,40,98,509,3,1.8,2,1,0,0,0,0,0
39,15,52,464,3,2.3333333333333335,1,0,0,0,0,1,0
51,26,55,547,1,1.3,2,1,0,0,0,0,1
30,6,64,565,4,3.4,1,1,0,0,0,0,0
65,40,128,213,1,2.5,1,1,0,0,0,1,0
38,13,113,601,4,1.7,2,0,1,0,0,0,1
29,3,50,571,3,1.1,2,0,0,0,0,0,1
42,18,54,571,4,2.2,2,0,0,0,0,0,0
63,38,129,366,1,0.9,1,1,0,0,0,1,0
46,21,82,334,4,0.4,1,0,0,0,0,0,0
62,38,100,419,4,1.7,2,0,0,0,0,1,0
58,34,44,408,4,2.2,1,0,0,1,0,0,0
56,30,150,234,4,0.5,2,1,1,0,1,1,1
56,31,81,415,2,3.7,1,1,0,0,0,1,1
34,10,71,257,1,0.1,1,1,0,0,0,1,1
42,17,28,275,1,0.5,3,1,0,0,0,0,0
30,6,80,230,3,1.5,1,1,0,0,0,1,0
61,35,90,421,4,1.9,2,0,0,0,0,1,0
38,14,74,129,1,3.6,2,0,0,0,0,1,1
50,25,14,181,2,0.7,3,0,0,1,0,1,0
61,36,23,232,2,0.5,2,1,0,0,0,1,0
41,17,150,337,1,1.7,1,1,0,0,0,0,1
42,16,38,0,3,0.9,3,0,0,0,0,0,0
29,5,112,601,2,2.0,2,1,0,1,0,0,0
51,26,145,397,1,5.0,1,1,0,0,0,0,1
32,6,28,553,2,0.3,2,1,0,0,0,1,0
34,9,31,308,4,1.1,3,0,0,0,0,1,1
26,2,150,284,1,5.0,1,0,0,0,0,1,1
54,24,50,318,3,2.0,3,0,0,0,0,1,1
38,14,71,270,4,2.0,3,0,0,0,0,0,0
62,36,21,483,3,0.3,3,0,0,0,0,0,0
37,11,35,125,2,0.8,3,1,0,0,0,0,0
46,21,42,220,1,2.4,1,0,0,0,0,1,1
52,27,78,151,4,3.6,3,1,0,0,0,1,0
32,6,73,565,4,2.2,2,0,0,0,0,0,0
49,25,53,268,2,1.0,3,1,0,0,0,0,0
28,3,51,312,2,1.6,3,1,0,0,0,0,0
55,30,40,229,2,2.3,3,0,0,0,0,1,0
52,26,150,146,1,1.0,1,0,0,0,0,0,0
32,6,35,280,2,0.3,1,0,0,0,0,0,1
31,7,150,319,1,0.0,2,0,1,0,0,1,0
27,3,123,131,1,5.0,1,0,0,0,0,0,0
32,5,48,185,2,1.6666666666666667,2,0,0,1,1,1,1
52,26,45,300,3,0.6,2,0,0,0,0,0,0
52,28,15,509,1,0.2,1,0,0,0,0,1,0
50,24,79,366,1,0.3,1,1,0,0,0,1,0
32,5,63,400,4,2.0,2,0,0,1,0,1,0
61,35,30,601,2,0.2,3,0,0,0,0,1,0
60,36,145,483,4,5.0,1,1,1,0,0,0,1
28,4,32,329,3,1.0,2,0,0,0,0,0,0
34,9,64,224,2,0.1,1,1,0,0,0,1,1
31,7,84,0,1,0.1,1,0,0,0,0,1,0
31,5,21,358,1,0.4,2,0,0,0,0,1,0
62,38,99,400,4,1.7,2,0,0,0,0,1,0
47,22,35,366,2,1.3,1,0,0,0,0,1,0
50,24,150,287,1,1.7,1,0,0,0,0,1,1
36,12,42,255,1,1.3333333333333333,1,0,0,0,0,1,0
26,0,150,342,4,2.1,2,0,1,0,0,0,0
51,27,42,461,4,0.1,3,0,0,0,0,0,0
52,25,150,297,2,5.0,2,1,1,0,0,1,0
35,11,82,428,4,3.4,1,0,0,0,0,0,0
42,16,55,446,2,0.7,1,1,0,0,0,0,0
36,12,79,184,2,2.2,1,0,0,0,0,1,0
41,17,48,305,2,0.6,3,1,0,0,0,0,1
49,25,93,477,1,2.7,1,0,0,1,0,1,0
57,32,23,612,2,0.2,3,0,0,0,0,0,0
44,20,50,336,3,2.3333333333333335,1,1,0,0,0,0,0
60,34,85,83,2,2.0,1,0,0,0,0,1,0
38,14,35,589,1,1.5,2,1,0,0,0,1,0
26,2,150,524,3,5.0,2,0,1,0,0,1,0
29,2,29,449,4,1.5,2,0,0,0,0,0,1
59,35,84,313,1,1.8,3,0,0,0,0,1,1
51,27,20,164,4,0.5,2,0,0,0,0,1,0
50,25,14,83,1,0.4,3,0,0,0,0,1,1
35,10,150,357,1,5.0,1,1,0,0,0,0,0
61,37,48,293,1,0.8,1,1,0,0,0,1,0
42,16,74,389,1,2.8,1,0,0,0,0,1,0
55,29,53,268,1,1.4,1,0,0,0,0,0,0
50,25,83,184,1,2.8,2,0,0,0,0,1,1
64,40,150,433,2,2.1,1,1,0,0,0,0,0
54,28,85,342,4,4.9,1,0,0,0,0,1,0
50,26,38,321,4,0.9,2,0,0,0,0,1,0
31,5,85,157,3,1.6,1,1,0,0,0,1,1
32,8,79,236,1,0.1,1,0,0,0,0,0,0
44,19,69,137,4,0.4,1,0,0,0,0,0,0
60,35,43,601,3,0.9,3,0,0,0,0,1,1
60,34,33,541,2,0.3,1,1,0,0,0,1,0
62,38,42,149,3,0.1,3,1,0,0,0,0,1
46,21,40,553,4,1.9,3,1,0,0,0,1,0
57,33,43,249,1,1.8,3,0,0,0,0,0,0
30,5,20,297,4,0.5,3,1,0,0,0,0,0
58,32,65,245,3,2.5,1,1,0,0,0,1,0
39,13,139,483,3,3.4,1,1,1,0,0,1,0
60,35,135,282,3,0.3,3,0,1,0,0,1,0
59,34,84,0,3,1.6,3,0,0,0,0,1,0
50,26,150,282,1,2.9,3,0,1,0,0,0,1
63,39,45,432,4,1.3,2,1,0,0,0,0,0
27,3,109,257,2,2.5,1,0,0,0,0,1,0
54,29,34,283,4,0.1,3,0,0,0,0,1,0
62,37,150,589,1,1.3,1,0,0,0,0,1,0
60,34,105,138,2,1.4,1,0,0,0,0,1,0
38,12,22,229,3,0.2,2,0,0,0,0,1,0
34,8,82,309,2,1.8,1,1,0,0,0,1,1
65,41,105,483,4,1.7,2,1,0,1,0,1,0
55,31,62,341,1,1.8,3,0,0,0,0,1,0
57,31,82,83,2,2.0,1,1,0,0,0,0,1
27,3,72,483,4,0.0,1,0,0,0,0,1,0
35,10,38,181,4,1.7,1,0,0,0,0,1,1
52,28,25,569,4,1.0,1,0,0,0,0,0,0
45,15,20,77,1,0.75,3,0,0,0,0,1,0
29,3,80,565,4,1.8,2,0,0,0,0,1,1
44,18,84,567,3,1.1,1,0,0,0,0,0,0
47,23,33,329,1,1.0,1,0,0,0,0,1,1
62,37,55,321,3,0.9,3,0,0,0,0,1,0
52,27,33,329,2,0.7,2,0,0,0,0,0,1
47,23,150,305,4,0.3,3,1,1,0,0,0,0
42,18,43,541,1,0.3,3,1,0,0,0,0,0
65,41,45,229,3,0.1,3,0,0,0,0,1,0
42,18,141,164,1,3.5,1,0,0,0,0,0,0
40,16,69,153,4,2.4,1,0,0,0,0,1,0
32,8,78,164,4,0.1,2,0,0,0,0,1,0
40,15,84,0,1,3.7,3,0,0,0,0,1,0
55,29,150,509,1,5.0,2,0,1,0,0,0,0
32,6,51,241,4,0.2,1,1,0,1,0,0,1
58,28,75,337,1,1.4,3,0,0,0,0,1,0
46,22,150,104,1,3.1,2,0,1,0,1,1,1
53,23,20,207,4,0.4,3,0,0,0,0,1,1
63,39,101,391,2,3.9,3,1,1,0,0,1,0
40,14,129,466,1,5.0,3,0,1,0,0,1,0
41,17,63,0,2,3.2,1,0,0,0,0,0,0
60,35,44,612,4,2.1,1,0,0,0,0,0,0
65,39,150,209,1,5.0,3,1,1,0,1,1,1
59,33,100,509,2,2.0,1,1,0,0,0,0,0
48,24,12,109,3,0.4,1,0,0,0,0,0,0
59,33,68,203,2,2.3,3,1,0,1,0,1,0
33,8,48,212,1,1.0,1,1,0,0,0,1,0
40,15,82,223,2,0.4,1,0,0,0,0,0,0
42,18,52,230,2,2.5,1,0,0,0,0,0,0
65,41,150,151,2,4.6,2,0,1,1,1,1,1
30,4,39,171,1,1.5,1,0,0,0,0,0,1
30,4,40,104,1,0.3,1,0,0,0,1,1,1
42,17,54,601,4,1.9,3,1,0,0,0,0,0
32,8,32,508,2,1.0,2,1,0,0,1,1,1
55,30,64,319,2,2.3,3,0,0,0,0,0,0
29,3,92,287,2,1.3,1,1,0,0,0,1,0
64,38,40,567,1,2.5,3,1,0,0,0,1,1
37,11,60,123,3,0.5,3,0,0,0,0,1,0
31,5,85,119,2,1.3,1,1,0,0,0,1,1
25,-1,21,199,4,0.4,1,1,0,0,0,1,0
31,5,35,509,1,0.6,3,1,0,0,0,0,0
32,7,52,442,2,0.1,1,0,0,0,0,1,0
58,34,128,109,1,5.0,1,0,0,0,0,0,0
26,2,150,461,1,5.0,1,0,0,0,0,0,0
51,25,68,174,2,1.5,2,1,0,0,0,0,1
65,41,55,496,2,1.1,1,0,0,0,0,0,0
43,17,55,449,1,0.2,1,0,0,0,0,1,0
46,21,80,581,4,0.4,1,0,0,0,0,1,1
28,3,123,184,1,0.8,1,1,0,0,0,0,0
63,37,90,203,4,1.9,2,1,0,1,0,1,0
59,29,61,553,1,1.4,3,0,0,0,0,0,0
42,15,41,234,3,2.5,2,0,0,0,0,1,0
58,33,43,601,2,1.6,3,0,0,0,0,1,0
39,13,71,162,3,0.1,1,1,0,1,0,1,0
36,12,25,589,4,1.0,1,0,0,0,0,1,0
60,33,150,213,1,3.0,2,0,1,1,1,1,0
47,21,141,329,1,2.4,1,0,0,0,0,0,0
29,4,22,110,2,0.9,3,1,0,0,0,0,0
52,28,145,428,2,5.0,1,0,0,0,0,1,0
41,16,49,187,3,0.5,3,0,0,0,0,1,0
63,37,109,213,1,2.0,1,0,0,0,0,1,0
59,34,80,0,3,0.5,1,0,0,0,0,1,1
44,20,82,408,4,1.4,2,1,0,0,0,1,1
54,28,52,301,4,2.5,1,0,0,0,0,1,0
29,5,85,186,3,2.5,1,0,0,0,0,1,1
51,25,148,400,1,1.0,1,0,0,0,0,0,0
63,39,150,567,2,2.1,1,0,0,0,0,0,1
36,11,39,329,4,1.7,1,0,0,0,0,1,0
42,16,25,366,2,0.8,3,0,0,0,0,0,1
51,25,33,235,1,1.4,3,0,0,0,0,1,1
47,20,38,236,3,2.5,2,0,0,0,0,0,0
40,16,85,281,4,0.2,3,0,0,0,0,1,1
54,28,48,120,1,0.2,1,0,0,0,0,1,0
47,21,15,219,4,0.6,3,1,0,0,0,1,0
35,10,94,174,1,0.0,1,1,0,0,0,1,0
28,4,120,0,2,0.6,1,0,0,0,0,1,0
45,19,60,159,1,0.7,3,1,0,0,0,1,0
33,9,145,277,2,4.333333333333333,1,1,0,0,0,0,1
62,36,29,541,2,0.7,3,0,0,0,0,0,0
45,18,78,137,3,2.6666666666666665,2,0,0,0,0,1,0
59,35,59,81,4,1.2,2,0,0,0,0,1,0
58,28,80,144,2,4.5,3,0,0,0,0,0,1
52,26,150,565,1,1.0,1,0,0,0,0,1,1
34,8,8,308,3,0.1,2,1,0,0,0,1,0
65,35,23,341,1,1.5,3,0,0,0,0,1,0
48,23,79,277,2,3.8,3,0,0,0,0,1,0
44,19,78,268,2,3.8,3,1,0,0,0,0,0
61,37,64,342,1,0.0,2,0,0,0,0,0,1
40,14,64,582,4,0.2,3,0,0,0,0,1,1
65,39,150,237,4,3.8,1,1,1,0,0,1,0
28,4,43,228,1,1.0,3,1,0,0,0,0,0
67,42,32,524,1,1.1,3,0,0,0,0,0,1
35,9,150,522,2,0.0,1,1,0,1,0,1,0
60,35,8,508,1,0.1,1,0,0,0,0,1,0
